1977.792      331.27   
1977.875      332.41   
1977.958      333.60   
1978.042      334.95   
1978.125      335.25   
1978.208      336.66   
1978.292      337.69   
1978.375      338.03   
1978.458      338.01   
1978.542      336.41   
1978.625      334.42   
1978.708      332.37   
1978.792      332.41   
1978.875      333.75   
1978.958      334.90   
1979.042      336.14   
1979.125      336.69   
1979.208      338.27   
1979.292      338.95   
1979.375      339.21   
1979.458      339.26   
1979.542      337.54   
1979.625      335.75   
1979.708      333.98   
1979.792      334.19   
1979.875      335.31   
1979.958      336.81   
1980.042      337.90   
1980.125      338.34   
1980.208      340.01   
1980.292      340.93   
1980.375      341.48   
1980.458      341.33   
1980.542      339.40   
1980.625      337.70   
1980.708      336.19   
1980.792      336.15   
1980.875      337.27   
1980.958      338.32   
1981.042      339.29   
1981.125      340.55   
1981.208      341.61   
1981.292      342.53   
1981.375      343.03   
1981.458      342.54   
1981.542      340.78   
1981.625      338.44   
1981.708      336.95   
1981.792      337.08   
1981.875      338.58   
1981.958      339.88   
1982.042      340.96   
1982.125      341.73   
1982.208      342.81   
1982.292      343.97   
1982.375      344.63   
1982.458      343.79   
1982.542      342.32   
1982.625      340.09   
1982.708      338.28   
1982.792      338.29   
1982.875      339.60   
1982.958      340.90   
1983.042      341.68   
1983.125      342.90   
1983.208      343.33   
1983.292      345.25   
1983.375      346.03   
1983.458      345.63   
1983.542      344.19   
1983.625      342.27   
1983.708      340.35   
1983.792      340.38   
1983.875      341.59   
1983.958      343.05   
1984.042      344.10   
1984.125      344.79   
1984.208      345.52   
1984.375      347.63   
1984.458      346.98   
1984.542      345.53   
1984.625      343.55   
1984.708      341.40   
1984.792      341.67   
1984.875      343.10   
1984.958      344.70   
1985.042      345.21   
1985.125      346.16   
1985.208      347.74   
1985.292      348.34   
1985.375      349.06   
1985.458      348.38   
1985.542      346.71   
1985.625      345.02   
1985.708      343.27   
1985.792      343.13   
1985.875      344.49   
